Board Size,Fraction,End Fraction,Num Iter
40.000000,0.830000,0.003750,200.000000
40.000000,0.840000,0.000000,14.000000
40.000000,0.850000,0.003750,200.000000
40.000000,0.860000,0.001250,200.000000
40.000000,0.870000,0.000625,200.000000
40.000000,0.880000,0.000000,4.000000
40.000000,0.890000,0.001250,200.000000
40.000000,0.900000,0.000625,200.000000
40.000000,0.910000,0.000000,3.000000
40.000000,0.920000,0.000000,3.000000
40.000000,0.930000,0.000000,4.000000
40.000000,0.940000,0.000000,2.000000
40.000000,0.950000,0.000625,200.000000
40.000000,0.960000,0.000000,2.000000
40.000000,0.970000,0.000000,2.000000
40.000000,0.980000,0.000000,2.000000
40.000000,0.990000,0.000000,2.000000
50.000000,0.010000,0.000000,3.000000
50.000000,0.020000,0.000400,200.000000
50.000000,0.030000,0.000400,200.000000
50.000000,0.040000,0.000800,200.000000
50.000000,0.050000,0.003200,200.000000
50.000000,0.060000,0.003600,200.000000
50.000000,0.070000,0.008400,200.000000
50.000000,0.080000,0.000800,200.000000
50.000000,0.090000,0.008400,200.000000
50.000000,0.100000,0.016000,200.000000
50.000000,0.110000,0.007600,200.000000
50.000000,0.120000,0.007200,200.000000
50.000000,0.130000,0.012400,200.000000
50.000000,0.140000,0.009200,200.000000
50.000000,0.150000,0.012000,200.000000
50.000000,0.160000,0.012000,47.000000
50.000000,0.170000,0.018800,200.000000
50.000000,0.180000,0.011200,200.000000
50.000000,0.190000,0.012400,200.000000
50.000000,0.200000,0.013200,200.000000
50.000000,0.210000,0.012800,200.000000
50.000000,0.220000,0.018800,62.000000
50.000000,0.230000,0.011200,200.000000
50.000000,0.240000,0.012000,200.000000
50.000000,0.250000,0.006800,200.000000
50.000000,0.260000,0.014400,200.000000
50.000000,0.270000,0.010400,61.000000
50.000000,0.280000,0.012400,200.000000
50.000000,0.290000,0.017600,200.000000
50.000000,0.300000,0.010800,200.000000
50.000000,0.310000,0.010800,200.000000
50.000000,0.320000,0.021600,200.000000
50.000000,0.330000,0.013200,200.000000
50.000000,0.340000,0.017200,49.000000
50.000000,0.350000,0.011200,200.000000
50.000000,0.360000,0.012800,200.000000
50.000000,0.370000,0.017600,200.000000
50.000000,0.380000,0.021600,200.000000
50.000000,0.390000,0.015600,200.000000
50.000000,0.400000,0.017200,62.000000
50.000000,0.410000,0.017200,200.000000
50.000000,0.420000,0.018800,45.000000
50.000000,0.430000,0.015200,200.000000
50.000000,0.440000,0.012400,200.000000
50.000000,0.450000,0.014400,200.000000
50.000000,0.460000,0.012000,200.000000
50.000000,0.470000,0.018400,200.000000
50.000000,0.480000,0.012000,200.000000
50.000000,0.490000,0.009200,200.000000
50.000000,0.500000,0.014400,200.000000
50.000000,0.510000,0.018400,200.000000
50.000000,0.520000,0.015600,200.000000
50.000000,0.530000,0.022800,200.000000
50.000000,0.540000,0.008000,200.000000
50.000000,0.550000,0.010000,200.000000
50.000000,0.560000,0.015200,200.000000
50.000000,0.570000,0.015200,49.000000
50.000000,0.580000,0.004800,200.000000
50.000000,0.590000,0.014800,200.000000
50.000000,0.600000,0.016000,200.000000
50.000000,0.610000,0.011200,200.000000
50.000000,0.620000,0.008800,200.000000
50.000000,0.630000,0.014800,200.000000
50.000000,0.640000,0.009200,200.000000
50.000000,0.650000,0.007200,200.000000
50.000000,0.660000,0.010800,200.000000
50.000000,0.670000,0.008000,200.000000
50.000000,0.680000,0.005200,200.000000
50.000000,0.690000,0.014000,200.000000
50.000000,0.700000,0.008400,200.000000
50.000000,0.710000,0.007600,200.000000
50.000000,0.720000,0.011200,200.000000
50.000000,0.730000,0.004000,200.000000
50.000000,0.740000,0.004800,200.000000
50.000000,0.750000,0.006800,200.000000
50.000000,0.760000,0.004400,200.000000
50.000000,0.770000,0.003600,200.000000
50.000000,0.780000,0.001200,200.000000
50.000000,0.790000,0.003200,200.000000
50.000000,0.800000,0.002800,200.000000
50.000000,0.810000,0.000000,11.000000
50.000000,0.820000,0.001600,200.000000
50.000000,0.830000,0.000800,200.000000
50.000000,0.840000,0.001600,200.000000
50.000000,0.850000,0.001600,200.000000
50.000000,0.860000,0.000400,200.000000
50.000000,0.870000,0.001600,200.000000
50.000000,0.880000,0.000400,200.000000
50.000000,0.890000,0.000800,200.000000
50.000000,0.900000,0.000400,200.000000
50.000000,0.910000,0.000400,200.000000
50.000000,0.920000,0.000000,2.000000
50.000000,0.930000,0.000000,2.000000
50.000000,0.940000,0.000400,200.000000
50.000000,0.950000,0.000000,3.000000
50.000000,0.960000,0.000000,2.000000
50.000000,0.970000,0.000000,2.000000
50.000000,0.980000,0.000000,2.000000
50.000000,0.990000,0.000000,2.000000
