Board Size,Fraction,End Fraction,Num Iter
40.000000,0.700000,0.005625,17.000000
40.000000,0.710000,0.006250,35.000000
40.000000,0.720000,0.006250,33.000000
40.000000,0.730000,0.011250,41.000000
40.000000,0.740000,0.001875,14.000000
40.000000,0.750000,0.005000,35.000000
40.000000,0.760000,0.002500,13.000000
40.000000,0.770000,0.000000,29.000000
40.000000,0.780000,0.004375,18.000000
40.000000,0.790000,0.011250,9.000000
40.000000,0.800000,0.004375,13.000000
40.000000,0.810000,0.003750,8.000000
40.000000,0.820000,0.003750,7.000000
40.000000,0.830000,0.000000,13.000000
40.000000,0.840000,0.001875,8.000000
40.000000,0.850000,0.001875,8.000000
40.000000,0.860000,0.000000,17.000000
40.000000,0.870000,0.000000,5.000000
40.000000,0.880000,0.001875,8.000000
40.000000,0.890000,0.003750,17.000000
40.000000,0.900000,0.000000,4.000000
40.000000,0.910000,0.000000,4.000000
40.000000,0.920000,0.000000,4.000000
40.000000,0.930000,0.000000,5.000000
40.000000,0.940000,0.000000,9.000000
40.000000,0.950000,0.000000,4.000000
40.000000,0.960000,0.000000,3.000000
40.000000,0.970000,0.000000,3.000000
40.000000,0.980000,0.000000,3.000000
40.000000,0.990000,0.000000,3.000000
50.000000,0.010000,0.000000,3.000000
50.000000,0.020000,0.000000,3.000000
50.000000,0.030000,0.001200,3.000000
50.000000,0.040000,0.000000,5.000000
50.000000,0.050000,0.001600,5.000000
50.000000,0.060000,0.001200,18.000000
50.000000,0.070000,0.002400,27.000000
50.000000,0.080000,0.010000,23.000000
50.000000,0.090000,0.010000,26.000000
50.000000,0.100000,0.005600,22.000000
50.000000,0.110000,0.010800,36.000000
50.000000,0.120000,0.012800,43.000000
50.000000,0.130000,0.009200,36.000000
50.000000,0.140000,0.010800,106.000000
50.000000,0.150000,0.010800,34.000000
50.000000,0.160000,0.007200,65.000000
50.000000,0.170000,0.016000,36.000000
50.000000,0.180000,0.013600,59.000000
50.000000,0.190000,0.013200,42.000000
50.000000,0.200000,0.008000,46.000000
50.000000,0.210000,0.008000,53.000000
50.000000,0.220000,0.013200,76.000000
50.000000,0.230000,0.010800,91.000000
50.000000,0.240000,0.012400,50.000000
50.000000,0.250000,0.009200,72.000000
50.000000,0.260000,0.017600,36.000000
50.000000,0.270000,0.012800,57.000000
50.000000,0.280000,0.006400,57.000000
50.000000,0.290000,0.017600,42.000000
50.000000,0.300000,0.012400,47.000000
50.000000,0.310000,0.014800,62.000000
50.000000,0.320000,0.016000,66.000000
50.000000,0.330000,0.021600,73.000000
50.000000,0.340000,0.016400,78.000000
50.000000,0.350000,0.017600,57.000000
50.000000,0.360000,0.010400,83.000000
50.000000,0.370000,0.010000,71.000000
50.000000,0.380000,0.009200,80.000000
50.000000,0.390000,0.016000,50.000000
50.000000,0.400000,0.016800,94.000000
50.000000,0.410000,0.022400,76.000000
50.000000,0.420000,0.014800,76.000000
50.000000,0.430000,0.012400,58.000000
50.000000,0.440000,0.019200,62.000000
50.000000,0.450000,0.015600,71.000000
50.000000,0.460000,0.019600,50.000000
50.000000,0.470000,0.010000,77.000000
50.000000,0.480000,0.024400,60.000000
50.000000,0.490000,0.015200,66.000000
50.000000,0.500000,0.007600,80.000000
50.000000,0.510000,0.010000,71.000000
50.000000,0.520000,0.011600,58.000000
50.000000,0.530000,0.020800,57.000000
50.000000,0.540000,0.009600,72.000000
50.000000,0.550000,0.011200,60.000000
50.000000,0.560000,0.012800,56.000000
50.000000,0.570000,0.019200,41.000000
50.000000,0.580000,0.011600,50.000000
50.000000,0.590000,0.010800,69.000000
50.000000,0.600000,0.014400,47.000000
50.000000,0.610000,0.007600,33.000000
50.000000,0.620000,0.016000,31.000000
50.000000,0.630000,0.012800,51.000000
50.000000,0.640000,0.009600,34.000000
50.000000,0.650000,0.009600,38.000000
50.000000,0.660000,0.028400,44.000000
50.000000,0.670000,0.006800,53.000000
50.000000,0.680000,0.010000,24.000000
50.000000,0.690000,0.011200,78.000000
50.000000,0.700000,0.009600,30.000000
50.000000,0.710000,0.005200,46.000000
50.000000,0.720000,0.016400,17.000000
50.000000,0.730000,0.005600,38.000000
50.000000,0.740000,0.008800,50.000000
50.000000,0.750000,0.005200,20.000000
50.000000,0.760000,0.004800,31.000000
50.000000,0.770000,0.003200,17.000000
50.000000,0.780000,0.001600,11.000000
50.000000,0.790000,0.002400,14.000000
50.000000,0.800000,0.002400,10.000000
50.000000,0.810000,0.000000,5.000000
50.000000,0.820000,0.003200,23.000000
50.000000,0.830000,0.001200,17.000000
50.000000,0.840000,0.001200,5.000000
50.000000,0.850000,0.001200,9.000000
50.000000,0.860000,0.000000,17.000000
50.000000,0.870000,0.000000,4.000000
50.000000,0.880000,0.002800,5.000000
50.000000,0.890000,0.002400,8.000000
50.000000,0.900000,0.000000,4.000000
50.000000,0.910000,0.000000,4.000000
50.000000,0.920000,0.000000,7.000000
50.000000,0.930000,0.000000,4.000000
50.000000,0.940000,0.000000,4.000000
50.000000,0.950000,0.000000,6.000000
50.000000,0.960000,0.000000,3.000000
50.000000,0.970000,0.000000,3.000000
50.000000,0.980000,0.000000,3.000000
50.000000,0.990000,0.000000,3.000000
