2.000000000000000000e+01,1.000000000000000021e-02,0.000000000000000000e+00,2.000000000000000000e+00,0.000000000000000000e+00,3.000000000000000000e+00
2.000000000000000000e+01,2.000000000000000042e-02,0.000000000000000000e+00,2.000000000000000000e+00,0.000000000000000000e+00,2.000000000000000000e+00
2.000000000000000000e+01,2.999999999999999889e-02,0.000000000000000000e+00,4.000000000000000000e+00,0.000000000000000000e+00,3.000000000000000000e+00
2.000000000000000000e+01,4.000000000000000083e-02,0.000000000000000000e+00,3.000000000000000000e+00,0.000000000000000000e+00,3.000000000000000000e+00
2.000000000000000000e+01,5.000000000000000278e-02,7.499999999999999722e-03,3.000000000000000000e+00,0.000000000000000000e+00,5.000000000000000000e+00
2.000000000000000000e+01,6.000000000000000472e-02,1.000000000000000021e-02,9.000000000000000000e+00,0.000000000000000000e+00,7.000000000000000000e+00
2.000000000000000000e+01,6.999999999999999278e-02,1.000000000000000021e-02,5.000000000000000000e+00,7.499999999999999722e-03,4.000000000000000000e+00
2.000000000000000000e+01,8.000000000000000167e-02,0.000000000000000000e+00,1.400000000000000000e+01,0.000000000000000000e+00,1.600000000000000000e+01
2.000000000000000000e+01,8.999999999999999667e-02,3.250000000000000111e-02,8.000000000000000000e+00,7.499999999999999722e-03,9.000000000000000000e+00
2.000000000000000000e+01,9.999999999999999167e-02,1.499999999999999944e-02,8.000000000000000000e+00,7.499999999999999722e-03,6.000000000000000000e+00
2.000000000000000000e+01,1.100000000000000006e-01,7.499999999999999722e-03,1.000000000000000000e+01,0.000000000000000000e+00,8.000000000000000000e+00
2.000000000000000000e+01,1.199999999999999956e-01,7.499999999999999722e-03,1.300000000000000000e+01,1.000000000000000021e-02,3.300000000000000000e+01
2.000000000000000000e+01,1.300000000000000044e-01,0.000000000000000000e+00,2.100000000000000000e+01,1.000000000000000021e-02,1.200000000000000000e+01
2.000000000000000000e+01,1.400000000000000133e-01,1.750000000000000167e-02,1.600000000000000000e+01,0.000000000000000000e+00,2.600000000000000000e+01
2.000000000000000000e+01,1.500000000000000222e-01,3.500000000000000333e-02,2.400000000000000000e+01,3.500000000000000333e-02,3.600000000000000000e+01
2.000000000000000000e+01,1.600000000000000033e-01,1.000000000000000021e-02,2.600000000000000000e+01,1.499999999999999944e-02,4.400000000000000000e+01
2.000000000000000000e+01,1.700000000000000122e-01,1.000000000000000021e-02,9.000000000000000000e+00,7.499999999999999722e-03,4.000000000000000000e+01
2.000000000000000000e+01,1.800000000000000211e-01,3.749999999999999861e-02,2.500000000000000000e+01,0.000000000000000000e+00,4.400000000000000000e+01
2.000000000000000000e+01,1.900000000000000022e-01,7.499999999999999722e-03,2.500000000000000000e+01,1.750000000000000167e-02,3.100000000000000000e+01
